# Koester WD models
# teff = 15250 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 7 log(cm/s2) (value for Log(G) for the model.)
#
#   WAVELENGTH	#           FLUX	
#   (ANGSTROM)	#  (ERG/CM2/S/A)	
##############	################	
       899.230	     2.21810e+05	
       904.235	     2.35544e+05	
       908.450	     2.47627e+05	
       909.241	     2.49948e+05	
       910.032	     2.52285e+05	
       910.822	     2.55633e+05	
       911.193	     2.57209e+05	
       911.613	     2.59003e+05	
       911.824	     2.59899e+05	
       911.929	     2.60347e+05	
       912.034	     2.60793e+05	
       912.139	     2.75973e+05	
       912.244	     2.92281e+05	
       912.349	     3.09906e+05	
       912.454	     3.28560e+05	
       912.559	     3.48180e+05	
       912.664	     3.68584e+05	
       912.770	     3.89564e+05	
       912.875	     4.10559e+05	
       912.886	     4.12717e+05	
       912.980	     4.29874e+05	
       913.085	     4.37241e+05	
       913.284	     2.40810e+05	
       913.433	     3.35654e+05	
       913.483	     2.52923e+05	
       913.533	     2.17683e+05	
       913.633	     3.62599e+05	
       913.645	     3.82960e+05	
       913.734	     3.16311e+05	
       913.822	     2.01313e+05	
       913.831	     2.02494e+05	
       913.998	     4.64365e+05	
       914.165	     1.89456e+05	
       914.332	     5.22893e+05	
       914.423	     4.86507e+05	
       914.499	     2.72343e+05	
       914.575	     1.81132e+05	
       914.728	     5.13123e+05	
       914.880	     6.00779e+05	
       914.982	     3.01126e+05	
       915.032	     1.91243e+05	
       915.082	     1.76605e+05	
       915.182	     3.80912e+05	
       915.282	     6.84851e+05	
       915.382	     7.77145e+05	
       915.482	     6.45107e+05	
       915.522	     5.28494e+05	
       915.583	     3.13275e+05	
       915.593	     2.81241e+05	
       915.643	     1.81584e+05	
       915.693	     1.74121e+05	
       915.793	     3.96918e+05	
       915.893	     7.31705e+05	
       915.993	     8.96058e+05	
       916.093	     9.09664e+05	
       916.193	     7.77419e+05	
       916.293	     4.71387e+05	
       916.343	     2.83546e+05	
       916.393	     1.79104e+05	
       916.443	     1.72091e+05	
       916.544	     3.89850e+05	
       916.644	     7.44463e+05	
       916.744	     9.62936e+05	
       916.844	     1.06615e+06	
       916.944	     1.07738e+06	
       917.044	     9.91493e+05	
       917.144	     8.03996e+05	
       917.244	     4.69586e+05	
       917.294	     2.73646e+05	
       917.344	     1.76483e+05	
       917.394	     1.72347e+05	
       917.495	     3.98951e+05	
       917.595	     7.67736e+05	
       917.695	     1.00196e+06	
       917.795	     1.16287e+06	
       917.895	     1.24570e+06	
       917.995	     1.26923e+06	
       918.095	     1.24010e+06	
